Gene_num,Gene_name,NodeType
1275,MEFV-TRAN,Gene-TRAN
1276,MEGF8-TRAN,Gene-TRAN
1277,MET-TRAN,Gene-TRAN
1278,MFN1-TRAN,Gene-TRAN
1279,MFN2-TRAN,Gene-TRAN
1280,MFNG-TRAN,Gene-TRAN
1281,MGRN1-TRAN,Gene-TRAN
1282,MIOS-TRAN,Gene-TRAN
1283,MKNK1-TRAN,Gene-TRAN
1284,MKNK2-TRAN,Gene-TRAN
1285,MLKL-TRAN,Gene-TRAN
1286,MLST8-TRAN,Gene-TRAN
1287,MLYCD-TRAN,Gene-TRAN
1288,MMP1-TRAN,Gene-TRAN
1289,MMP13-TRAN,Gene-TRAN
1290,MMP14-TRAN,Gene-TRAN
1291,MMP2-TRAN,Gene-TRAN
1292,MMP3-TRAN,Gene-TRAN
1293,MMP7-TRAN,Gene-TRAN
1294,MMP9-TRAN,Gene-TRAN
1295,MOB1A-TRAN,Gene-TRAN
1296,MOB1B-TRAN,Gene-TRAN
1297,MOSMO-TRAN,Gene-TRAN
1298,MPL-TRAN,Gene-TRAN
1299,MRAS-TRAN,Gene-TRAN
1300,MS4A2-TRAN,Gene-TRAN
1301,MST1-TRAN,Gene-TRAN
1302,MST1R-TRAN,Gene-TRAN
1303,MTCP1-TRAN,Gene-TRAN
1304,MTOR-TRAN,Gene-TRAN
1305,MUC5AC-TRAN,Gene-TRAN
1306,MUC5B-TRAN,Gene-TRAN
1307,MYB-TRAN,Gene-TRAN
1308,MYC-TRAN,Gene-TRAN
1309,MYD88-TRAN,Gene-TRAN
1310,MYH6-TRAN,Gene-TRAN
1311,MYH7-TRAN,Gene-TRAN
1312,MYL2-TRAN,Gene-TRAN
1313,MYL3-TRAN,Gene-TRAN
1314,MYL4-TRAN,Gene-TRAN
1315,MYL6-TRAN,Gene-TRAN
1316,MYL6B-TRAN,Gene-TRAN
1317,MYL9-TRAN,Gene-TRAN
1318,MYLK-TRAN,Gene-TRAN
1319,MYLK2-TRAN,Gene-TRAN
1320,MYLK3-TRAN,Gene-TRAN
1321,MYLK4-TRAN,Gene-TRAN
1322,NAIP-TRAN,Gene-TRAN
1323,NAMPT-TRAN,Gene-TRAN
1324,NANOG-TRAN,Gene-TRAN
1325,NANOGP8-TRAN,Gene-TRAN
1326,NBL1-TRAN,Gene-TRAN
1327,NCF1-TRAN,Gene-TRAN
1328,NCK1-TRAN,Gene-TRAN
1329,NCK2-TRAN,Gene-TRAN
1330,NCOA1-TRAN,Gene-TRAN
1331,NCOA2-TRAN,Gene-TRAN
1332,NCOA3-TRAN,Gene-TRAN
1333,NCOR1-TRAN,Gene-TRAN
1334,NCOR2-TRAN,Gene-TRAN
1335,NCSTN-TRAN,Gene-TRAN
1336,NEK7-TRAN,Gene-TRAN
1337,NEO1-TRAN,Gene-TRAN
1338,NF1-TRAN,Gene-TRAN
1339,NF2-TRAN,Gene-TRAN
1340,NFATC1-TRAN,Gene-TRAN
1341,NFATC2-TRAN,Gene-TRAN
1342,NFATC3-TRAN,Gene-TRAN
1343,NFATC4-TRAN,Gene-TRAN
1344,NFKB1-TRAN,Gene-TRAN
1345,NFKB2-TRAN,Gene-TRAN
1346,NFKBIA-TRAN,Gene-TRAN
1347,NFKBIB-TRAN,Gene-TRAN
1348,NFKBIE-TRAN,Gene-TRAN
1349,NGF-TRAN,Gene-TRAN
1350,NGFR-TRAN,Gene-TRAN
1351,NKD1-TRAN,Gene-TRAN
1352,NKD2-TRAN,Gene-TRAN
1353,NLK-TRAN,Gene-TRAN
1354,NLRC4-TRAN,Gene-TRAN
1355,NLRP1-TRAN,Gene-TRAN
1356,NLRP12-TRAN,Gene-TRAN
1357,NLRP3-TRAN,Gene-TRAN
1358,NLRP6-TRAN,Gene-TRAN
1359,NLRP7-TRAN,Gene-TRAN
1360,NLRX1-TRAN,Gene-TRAN
1361,NOD1-TRAN,Gene-TRAN
1362,NOD2-TRAN,Gene-TRAN
1363,NODAL-TRAN,Gene-TRAN
1364,NOG-TRAN,Gene-TRAN
1365,NOS1-TRAN,Gene-TRAN
1366,NOS2-TRAN,Gene-TRAN
1367,NOS3-TRAN,Gene-TRAN
1368,NOTCH1-TRAN,Gene-TRAN
1369,NOTCH2-TRAN,Gene-TRAN
1370,NOTCH3-TRAN,Gene-TRAN
1371,NOTCH4-TRAN,Gene-TRAN
1372,NOTUM-TRAN,Gene-TRAN
1373,NOX1-TRAN,Gene-TRAN
1374,NOX4-TRAN,Gene-TRAN
1375,NPPA-TRAN,Gene-TRAN
1376,NPPB-TRAN,Gene-TRAN
1377,NPPC-TRAN,Gene-TRAN
1378,NPR1-TRAN,Gene-TRAN
1379,NPR2-TRAN,Gene-TRAN
1380,NPRL2-TRAN,Gene-TRAN
1381,NPRL3-TRAN,Gene-TRAN
1382,NPY-TRAN,Gene-TRAN
1383,NPY1R-TRAN,Gene-TRAN
1384,NR1H3-TRAN,Gene-TRAN
1385,NR4A1-TRAN,Gene-TRAN
1386,NRAS-TRAN,Gene-TRAN
1387,NRF1-TRAN,Gene-TRAN
1388,NRG1-TRAN,Gene-TRAN
1389,NRG2-TRAN,Gene-TRAN
1390,NRG3-TRAN,Gene-TRAN
1391,NRG4-TRAN,Gene-TRAN
1392,NSMAF-TRAN,Gene-TRAN
1393,NTF3-TRAN,Gene-TRAN
1394,NTF4-TRAN,Gene-TRAN
1395,NTRK1-TRAN,Gene-TRAN
1396,NTRK2-TRAN,Gene-TRAN
1397,NTRK3-TRAN,Gene-TRAN
1398,NTSR1-TRAN,Gene-TRAN
1399,NUMB-TRAN,Gene-TRAN
1400,NUMBL-TRAN,Gene-TRAN
1401,OLR1-TRAN,Gene-TRAN
1402,OPRD1-TRAN,Gene-TRAN
1403,OPRM1-TRAN,Gene-TRAN
1404,ORAI1-TRAN,Gene-TRAN
1405,ORAI2-TRAN,Gene-TRAN
1406,ORAI3-TRAN,Gene-TRAN
1407,OSM-TRAN,Gene-TRAN
1408,OSMR-TRAN,Gene-TRAN
1409,OTUD5-TRAN,Gene-TRAN
1410,OXT-TRAN,Gene-TRAN
1411,OXTR-TRAN,Gene-TRAN
1412,P2RX1-TRAN,Gene-TRAN
1413,P2RX2-TRAN,Gene-TRAN
1414,P2RX3-TRAN,Gene-TRAN
1415,P2RX4-TRAN,Gene-TRAN
1416,P2RX5-TRAN,Gene-TRAN
1417,P2RX6-TRAN,Gene-TRAN
1418,P2RX7-TRAN,Gene-TRAN
1419,P2RY1-TRAN,Gene-TRAN
1420,PAK1-TRAN,Gene-TRAN
1421,PAK2-TRAN,Gene-TRAN
1422,PAK3-TRAN,Gene-TRAN
1423,PAK4-TRAN,Gene-TRAN
1424,PAK5-TRAN,Gene-TRAN
1425,PAK6-TRAN,Gene-TRAN
1426,PALS1-TRAN,Gene-TRAN
1427,PARD3-TRAN,Gene-TRAN
1428,PARD6A-TRAN,Gene-TRAN
1429,PARD6B-TRAN,Gene-TRAN
1430,PARD6G-TRAN,Gene-TRAN
1431,PATJ-TRAN,Gene-TRAN
1432,PCK1-TRAN,Gene-TRAN
1433,PCK2-TRAN,Gene-TRAN
1434,PDCD1-TRAN,Gene-TRAN
1435,PDE10A-TRAN,Gene-TRAN
1436,PDE1A-TRAN,Gene-TRAN
1437,PDE1B-TRAN,Gene-TRAN
1438,PDE1C-TRAN,Gene-TRAN
1439,PDE2A-TRAN,Gene-TRAN
1440,PDE3A-TRAN,Gene-TRAN
1441,PDE3B-TRAN,Gene-TRAN
1442,PDE4A-TRAN,Gene-TRAN
1443,PDE4B-TRAN,Gene-TRAN
1444,PDE4C-TRAN,Gene-TRAN
1445,PDE4D-TRAN,Gene-TRAN
1446,PDGFA-TRAN,Gene-TRAN
1447,PDGFB-TRAN,Gene-TRAN
1448,PDGFC-TRAN,Gene-TRAN
1449,PDGFD-TRAN,Gene-TRAN
1450,PDGFRA-TRAN,Gene-TRAN
1451,PDGFRB-TRAN,Gene-TRAN
1452,PDHA1-TRAN,Gene-TRAN
1453,PDHA2-TRAN,Gene-TRAN
1454,PDHB-TRAN,Gene-TRAN
1455,PDK1-TRAN,Gene-TRAN
1456,PDPK1-TRAN,Gene-TRAN
1457,PERP-TRAN,Gene-TRAN
1458,PF4-TRAN,Gene-TRAN
1459,PF4V1-TRAN,Gene-TRAN
1460,PFKFB1-TRAN,Gene-TRAN
1461,PFKFB2-TRAN,Gene-TRAN
1462,PFKFB3-TRAN,Gene-TRAN
1463,PFKFB4-TRAN,Gene-TRAN
1464,PFKL-TRAN,Gene-TRAN
1465,PFKM-TRAN,Gene-TRAN
1466,PFKP-TRAN,Gene-TRAN
1467,PFN1-TRAN,Gene-TRAN
1468,PFN2-TRAN,Gene-TRAN
1469,PFN3-TRAN,Gene-TRAN
1470,PFN4-TRAN,Gene-TRAN
1471,PGAM5-TRAN,Gene-TRAN
1472,PGF-TRAN,Gene-TRAN
1473,PGK1-TRAN,Gene-TRAN
1474,PGK2-TRAN,Gene-TRAN
1475,PGR-TRAN,Gene-TRAN
1476,PHKA1-TRAN,Gene-TRAN
1477,PHKA2-TRAN,Gene-TRAN
1478,PHKB-TRAN,Gene-TRAN
1479,PHKG1-TRAN,Gene-TRAN
1480,PHKG2-TRAN,Gene-TRAN
1481,PHLPP1-TRAN,Gene-TRAN
1482,PHLPP2-TRAN,Gene-TRAN
1483,PIAS1-TRAN,Gene-TRAN
1484,PIAS2-TRAN,Gene-TRAN
1485,PIAS3-TRAN,Gene-TRAN
1486,PIAS4-TRAN,Gene-TRAN
1487,PIDD1-TRAN,Gene-TRAN
1488,PIK3AP1-TRAN,Gene-TRAN
1489,PIK3C3-TRAN,Gene-TRAN
1490,PIK3CA-TRAN,Gene-TRAN
1491,PIK3CB-TRAN,Gene-TRAN
1492,PIK3CD-TRAN,Gene-TRAN
1493,PIK3CG-TRAN,Gene-TRAN
1494,PIK3R1-TRAN,Gene-TRAN
1495,PIK3R2-TRAN,Gene-TRAN
1496,PIK3R3-TRAN,Gene-TRAN
1497,PIK3R4-TRAN,Gene-TRAN
1498,PIK3R5-TRAN,Gene-TRAN
1499,PIK3R6-TRAN,Gene-TRAN
1500,PIM1-TRAN,Gene-TRAN
1501,PIN1-TRAN,Gene-TRAN
1502,PIP5K1A-TRAN,Gene-TRAN
1503,PIP5K1B-TRAN,Gene-TRAN
1504,PIP5K1C-TRAN,Gene-TRAN
1505,PITX2-TRAN,Gene-TRAN
1506,PKLR-TRAN,Gene-TRAN
1507,PKM-TRAN,Gene-TRAN
1508,PKN1-TRAN,Gene-TRAN
1509,PKN2-TRAN,Gene-TRAN
1510,PKN3-TRAN,Gene-TRAN
1511,PLA1A-TRAN,Gene-TRAN
1512,PLA2G10-TRAN,Gene-TRAN
1513,PLA2G12A-TRAN,Gene-TRAN
1514,PLA2G12B-TRAN,Gene-TRAN
1515,PLA2G1B-TRAN,Gene-TRAN
1516,PLA2G2A-TRAN,Gene-TRAN
1517,PLA2G2C-TRAN,Gene-TRAN
1518,PLA2G2D-TRAN,Gene-TRAN
1519,PLA2G2E-TRAN,Gene-TRAN
1520,PLA2G2F-TRAN,Gene-TRAN
1521,PLA2G3-TRAN,Gene-TRAN
1522,PLA2G4A-TRAN,Gene-TRAN
1523,PLA2G4B-TRAN,Gene-TRAN
1524,PLA2G4C-TRAN,Gene-TRAN
1525,PLA2G4D-TRAN,Gene-TRAN
1526,PLA2G4E-TRAN,Gene-TRAN
1527,PLA2G4F-TRAN,Gene-TRAN
1528,PLA2G5-TRAN,Gene-TRAN
1529,PLA2G6-TRAN,Gene-TRAN
1530,PLAAT3-TRAN,Gene-TRAN
1531,PLAT-TRAN,Gene-TRAN
1532,PLAU-TRAN,Gene-TRAN
1533,PLCB1-TRAN,Gene-TRAN
1534,PLCB2-TRAN,Gene-TRAN
1535,PLCB3-TRAN,Gene-TRAN
1536,PLCB4-TRAN,Gene-TRAN
1537,PLCD1-TRAN,Gene-TRAN
1538,PLCD3-TRAN,Gene-TRAN
1539,PLCD4-TRAN,Gene-TRAN
1540,PLCE1-TRAN,Gene-TRAN
1541,PLCG1-TRAN,Gene-TRAN
1542,PLCG2-TRAN,Gene-TRAN
1543,PLCZ1-TRAN,Gene-TRAN
1544,PLD1-TRAN,Gene-TRAN
1545,PLD2-TRAN,Gene-TRAN
1546,PLIN1-TRAN,Gene-TRAN
1547,PLIN2-TRAN,Gene-TRAN
1548,PLIN4-TRAN,Gene-TRAN
1549,PLIN5-TRAN,Gene-TRAN
1550,PLK1-TRAN,Gene-TRAN
1551,PLK2-TRAN,Gene-TRAN
1552,PLK3-TRAN,Gene-TRAN
1553,PLK4-TRAN,Gene-TRAN
1554,PLN-TRAN,Gene-TRAN
1555,PLTP-TRAN,Gene-TRAN
1556,PMAIP1-TRAN,Gene-TRAN
1557,POMC-TRAN,Gene-TRAN
1558,PORCN-TRAN,Gene-TRAN
1559,POU5F1-TRAN,Gene-TRAN
1560,POU5F1B-TRAN,Gene-TRAN
1561,PPARA-TRAN,Gene-TRAN
1562,PPARD-TRAN,Gene-TRAN
1563,PPARG-TRAN,Gene-TRAN
1564,PPARGC1A-TRAN,Gene-TRAN
1565,PPBP-TRAN,Gene-TRAN
1566,PPIF-TRAN,Gene-TRAN
1567,PPM1A-TRAN,Gene-TRAN
1568,PPM1B-TRAN,Gene-TRAN
1569,PPM1D-TRAN,Gene-TRAN
1570,PPP1CA-TRAN,Gene-TRAN
1571,PPP1CB-TRAN,Gene-TRAN
1572,PPP1CC-TRAN,Gene-TRAN
1573,PPP1R12A-TRAN,Gene-TRAN
1574,PPP1R12B-TRAN,Gene-TRAN
1575,PPP1R12C-TRAN,Gene-TRAN
1576,PPP1R1B-TRAN,Gene-TRAN
1577,PPP1R3A-TRAN,Gene-TRAN
1578,PPP1R3B-TRAN,Gene-TRAN
1579,PPP1R3C-TRAN,Gene-TRAN
1580,PPP1R3D-TRAN,Gene-TRAN
1581,PPP1R3E-TRAN,Gene-TRAN
1582,PPP1R3F-TRAN,Gene-TRAN
1583,PPP2CA-TRAN,Gene-TRAN
1584,PPP2CB-TRAN,Gene-TRAN
1585,PPP2R1A-TRAN,Gene-TRAN
1586,PPP2R1B-TRAN,Gene-TRAN
1587,PPP2R2A-TRAN,Gene-TRAN
1588,PPP2R2B-TRAN,Gene-TRAN
1589,PPP2R2C-TRAN,Gene-TRAN
1590,PPP2R2D-TRAN,Gene-TRAN
1591,PPP2R3A-TRAN,Gene-TRAN
1592,PPP2R3B-TRAN,Gene-TRAN
1593,PPP2R3C-TRAN,Gene-TRAN
1594,PPP2R5A-TRAN,Gene-TRAN
1595,PPP2R5B-TRAN,Gene-TRAN
1596,PPP2R5C-TRAN,Gene-TRAN
1597,PPP2R5D-TRAN,Gene-TRAN
1598,PPP2R5E-TRAN,Gene-TRAN
1599,PPP3CA-TRAN,Gene-TRAN
1600,PPP3CB-TRAN,Gene-TRAN
1601,PPP3CC-TRAN,Gene-TRAN
1602,PPP3R1-TRAN,Gene-TRAN
1603,PPP3R2-TRAN,Gene-TRAN
1604,PPP4C-TRAN,Gene-TRAN
1605,PPP4R3A-TRAN,Gene-TRAN
1606,PPP4R3C-TRAN,Gene-TRAN
1607,PPP5C-TRAN,Gene-TRAN
1608,PRDM4-TRAN,Gene-TRAN
1609,PREX1-TRAN,Gene-TRAN
1610,PRICKLE1-TRAN,Gene-TRAN
1611,PRICKLE2-TRAN,Gene-TRAN
1612,PRICKLE3-TRAN,Gene-TRAN
1613,PRICKLE4-TRAN,Gene-TRAN
1614,PRKAA1-TRAN,Gene-TRAN
1615,PRKAA2-TRAN,Gene-TRAN
1616,PRKAB1-TRAN,Gene-TRAN
1617,PRKAB2-TRAN,Gene-TRAN
1618,PRKACA-TRAN,Gene-TRAN
1619,PRKACB-TRAN,Gene-TRAN
1620,PRKACG-TRAN,Gene-TRAN
1621,PRKAG1-TRAN,Gene-TRAN
1622,PRKAG2-TRAN,Gene-TRAN
1623,PRKAG3-TRAN,Gene-TRAN
1624,PRKAR1A-TRAN,Gene-TRAN
1625,PRKAR1B-TRAN,Gene-TRAN
1626,PRKAR2A-TRAN,Gene-TRAN
1627,PRKAR2B-TRAN,Gene-TRAN
1628,PRKCA-TRAN,Gene-TRAN
1629,PRKCB-TRAN,Gene-TRAN
1630,PRKCD-TRAN,Gene-TRAN
1631,PRKCE-TRAN,Gene-TRAN
1632,PRKCG-TRAN,Gene-TRAN
1633,PRKCI-TRAN,Gene-TRAN
1634,PRKCQ-TRAN,Gene-TRAN
1635,PRKCZ-TRAN,Gene-TRAN
1636,PRKD1-TRAN,Gene-TRAN
1637,PRKD2-TRAN,Gene-TRAN
1638,PRKD3-TRAN,Gene-TRAN
1639,PRKG1-TRAN,Gene-TRAN
1640,PRKG2-TRAN,Gene-TRAN
1641,PRL-TRAN,Gene-TRAN
1642,PRLR-TRAN,Gene-TRAN
1643,PRMT1-TRAN,Gene-TRAN
1644,PRR5-TRAN,Gene-TRAN
1645,PSEN1-TRAN,Gene-TRAN
1646,PSEN2-TRAN,Gene-TRAN
1647,PSENEN-TRAN,Gene-TRAN
1648,PSTPIP1-TRAN,Gene-TRAN
1649,PTAFR-TRAN,Gene-TRAN
1650,PTCH1-TRAN,Gene-TRAN
1651,PTCH2-TRAN,Gene-TRAN
1652,PTCRA-TRAN,Gene-TRAN
1653,PTEN-TRAN,Gene-TRAN
1654,PTGER1-TRAN,Gene-TRAN
1655,PTGER2-TRAN,Gene-TRAN
1656,PTGER3-TRAN,Gene-TRAN
1657,PTGFR-TRAN,Gene-TRAN
1658,PTGS2-TRAN,Gene-TRAN
1659,PTK2-TRAN,Gene-TRAN
1660,PTK2B-TRAN,Gene-TRAN
1661,PTPN1-TRAN,Gene-TRAN
1662,PTPN11-TRAN,Gene-TRAN
1663,PTPN2-TRAN,Gene-TRAN
1664,PTPN5-TRAN,Gene-TRAN
1665,PTPN6-TRAN,Gene-TRAN
1666,PTPN7-TRAN,Gene-TRAN
1667,PTPRC-TRAN,Gene-TRAN
1668,PTPRF-TRAN,Gene-TRAN
1669,PTPRR-TRAN,Gene-TRAN
1670,PXN-TRAN,Gene-TRAN
1671,PYCARD-TRAN,Gene-TRAN
1672,PYDC1-TRAN,Gene-TRAN
1673,PYDC2-TRAN,Gene-TRAN
1674,PYGB-TRAN,Gene-TRAN
1675,PYGL-TRAN,Gene-TRAN
1676,PYGM-TRAN,Gene-TRAN
1677,RAB10-TRAN,Gene-TRAN
1678,RAB11B-TRAN,Gene-TRAN
1679,RAB14-TRAN,Gene-TRAN
1680,RAB2A-TRAN,Gene-TRAN
1681,RAB5A-TRAN,Gene-TRAN
1682,RAB5B-TRAN,Gene-TRAN
1683,RAB5C-TRAN,Gene-TRAN
1684,RAB8A-TRAN,Gene-TRAN
1685,RAC1-TRAN,Gene-TRAN
1686,RAC2-TRAN,Gene-TRAN
1687,RAC3-TRAN,Gene-TRAN
1688,RAF1-TRAN,Gene-TRAN
1689,RAG1-TRAN,Gene-TRAN
1690,RAG2-TRAN,Gene-TRAN
1691,RALA-TRAN,Gene-TRAN
1692,RALB-TRAN,Gene-TRAN
1693,RALBP1-TRAN,Gene-TRAN
1694,RALGDS-TRAN,Gene-TRAN
1695,RAP1A-TRAN,Gene-TRAN
1696,RAP1B-TRAN,Gene-TRAN
1697,RAP1GAP-TRAN,Gene-TRAN
1698,RAPGEF1-TRAN,Gene-TRAN
1699,RAPGEF2-TRAN,Gene-TRAN
1700,RAPGEF3-TRAN,Gene-TRAN
1701,RAPGEF4-TRAN,Gene-TRAN
1702,RAPGEF5-TRAN,Gene-TRAN
1703,RAPGEF6-TRAN,Gene-TRAN
1704,RARA-TRAN,Gene-TRAN
1705,RASA1-TRAN,Gene-TRAN
1706,RASA2-TRAN,Gene-TRAN
1707,RASA3-TRAN,Gene-TRAN
1708,RASA4-TRAN,Gene-TRAN
1709,RASA4B-TRAN,Gene-TRAN
1710,RASAL1-TRAN,Gene-TRAN
1711,RASAL2-TRAN,Gene-TRAN
1712,RASAL3-TRAN,Gene-TRAN
1713,RASGRF1-TRAN,Gene-TRAN
1714,RASGRF2-TRAN,Gene-TRAN
1715,RASGRP1-TRAN,Gene-TRAN
1716,RASGRP2-TRAN,Gene-TRAN
1717,RASGRP3-TRAN,Gene-TRAN
1718,RASGRP4-TRAN,Gene-TRAN
1719,RASSF1-TRAN,Gene-TRAN
1720,RASSF2-TRAN,Gene-TRAN
1721,RASSF4-TRAN,Gene-TRAN
1722,RASSF5-TRAN,Gene-TRAN
1723,RASSF6-TRAN,Gene-TRAN
1724,RBCK1-TRAN,Gene-TRAN
1725,RBL1-TRAN,Gene-TRAN
1726,RBL2-TRAN,Gene-TRAN
1727,RBPJ-TRAN,Gene-TRAN
1728,RBPJL-TRAN,Gene-TRAN
1729,RBX1-TRAN,Gene-TRAN
1730,RCAN1-TRAN,Gene-TRAN
1731,RCAN2-TRAN,Gene-TRAN
1732,RCHY1-TRAN,Gene-TRAN
1733,REL-TRAN,Gene-TRAN
1734,RELA-TRAN,Gene-TRAN
1735,RELB-TRAN,Gene-TRAN
1736,RELN-TRAN,Gene-TRAN
1737,RET-TRAN,Gene-TRAN
1738,RFNG-TRAN,Gene-TRAN
1739,RGL1-TRAN,Gene-TRAN
1740,RGL2-TRAN,Gene-TRAN
1741,RGMA-TRAN,Gene-TRAN
1742,RGMB-TRAN,Gene-TRAN
1743,RGS14-TRAN,Gene-TRAN
1744,RGS2-TRAN,Gene-TRAN
1745,RHEB-TRAN,Gene-TRAN
1746,RHOA-TRAN,Gene-TRAN
1747,RHOQ-TRAN,Gene-TRAN
1748,RICTOR-TRAN,Gene-TRAN
1749,RIN1-TRAN,Gene-TRAN
1750,RIPK1-TRAN,Gene-TRAN
1751,RIPK2-TRAN,Gene-TRAN
1752,RIPK3-TRAN,Gene-TRAN
1753,RLN1-TRAN,Gene-TRAN
1754,RLN2-TRAN,Gene-TRAN
1755,RLN3-TRAN,Gene-TRAN
1756,RNASEL-TRAN,Gene-TRAN
1757,RNF125-TRAN,Gene-TRAN
1758,RNF152-TRAN,Gene-TRAN
1759,RNF31-TRAN,Gene-TRAN
1760,RNF43-TRAN,Gene-TRAN
1761,ROCK1-TRAN,Gene-TRAN
1762,ROCK2-TRAN,Gene-TRAN
1763,ROR1-TRAN,Gene-TRAN
1764,ROR2-TRAN,Gene-TRAN
1765,RPRM-TRAN,Gene-TRAN
1766,RPS6-TRAN,Gene-TRAN
1767,RPS6KA1-TRAN,Gene-TRAN
1768,RPS6KA2-TRAN,Gene-TRAN
1769,RPS6KA3-TRAN,Gene-TRAN
1770,RPS6KA4-TRAN,Gene-TRAN
1771,RPS6KA5-TRAN,Gene-TRAN
1772,RPS6KA6-TRAN,Gene-TRAN
1773,RPS6KB1-TRAN,Gene-TRAN
1774,RPS6KB2-TRAN,Gene-TRAN
1775,RPTOR-TRAN,Gene-TRAN
1776,RRAGA-TRAN,Gene-TRAN
1777,RRAGB-TRAN,Gene-TRAN
1778,RRAGC-TRAN,Gene-TRAN
1779,RRAGD-TRAN,Gene-TRAN
1780,RRAS-TRAN,Gene-TRAN
1781,RRAS2-TRAN,Gene-TRAN
1782,RRM2-TRAN,Gene-TRAN
1783,RRM2B-TRAN,Gene-TRAN
1784,RSPO1-TRAN,Gene-TRAN
1785,RSPO2-TRAN,Gene-TRAN
1786,RSPO3-TRAN,Gene-TRAN
1787,RSPO4-TRAN,Gene-TRAN
1788,RUVBL1-TRAN,Gene-TRAN
1789,RXFP1-TRAN,Gene-TRAN
1790,RXFP2-TRAN,Gene-TRAN
1791,RXFP3-TRAN,Gene-TRAN
1792,RXFP4-TRAN,Gene-TRAN
1793,RXRA-TRAN,Gene-TRAN
1794,RXRB-TRAN,Gene-TRAN
1795,RXRG-TRAN,Gene-TRAN
1796,RYK-TRAN,Gene-TRAN
1797,RYR1-TRAN,Gene-TRAN
1798,RYR2-TRAN,Gene-TRAN
1799,RYR3-TRAN,Gene-TRAN
1800,S100A7-TRAN,Gene-TRAN
1801,S100A7A-TRAN,Gene-TRAN
1802,S100A8-TRAN,Gene-TRAN
1803,S100A9-TRAN,Gene-TRAN
1804,S1PR1-TRAN,Gene-TRAN
1805,S1PR2-TRAN,Gene-TRAN
1806,S1PR3-TRAN,Gene-TRAN
1807,S1PR4-TRAN,Gene-TRAN
1808,S1PR5-TRAN,Gene-TRAN
1809,SAV1-TRAN,Gene-TRAN
1810,SCD-TRAN,Gene-TRAN
1811,SCD5-TRAN,Gene-TRAN
1812,SCP2-TRAN,Gene-TRAN
1813,SCRIB-TRAN,Gene-TRAN
1814,SEC13-TRAN,Gene-TRAN
1815,SEH1L-TRAN,Gene-TRAN
1816,SELE-TRAN,Gene-TRAN
1817,SENP2-TRAN,Gene-TRAN
1818,SERPINB5-TRAN,Gene-TRAN
1819,SERPINE1-TRAN,Gene-TRAN
1820,SERPINF1-TRAN,Gene-TRAN
1821,SESN1-TRAN,Gene-TRAN
1822,SESN2-TRAN,Gene-TRAN
1823,SESN3-TRAN,Gene-TRAN
1824,SETD7-TRAN,Gene-TRAN
1825,SFN-TRAN,Gene-TRAN
1826,SFRP1-TRAN,Gene-TRAN
1827,SFRP2-TRAN,Gene-TRAN
1828,SFRP4-TRAN,Gene-TRAN
1829,SFRP5-TRAN,Gene-TRAN
1830,SGK1-TRAN,Gene-TRAN
1831,SGK2-TRAN,Gene-TRAN
1832,SGK3-TRAN,Gene-TRAN
1833,SH2B1-TRAN,Gene-TRAN
1834,SH2B2-TRAN,Gene-TRAN
1835,SH2B3-TRAN,Gene-TRAN
1836,SH2D2A-TRAN,Gene-TRAN
1837,SHARPIN-TRAN,Gene-TRAN
1838,SHC1-TRAN,Gene-TRAN
1839,SHC2-TRAN,Gene-TRAN
1840,SHC3-TRAN,Gene-TRAN
1841,SHC4-TRAN,Gene-TRAN
1842,SHH-TRAN,Gene-TRAN
1843,SHISA5-TRAN,Gene-TRAN
1844,SHOC2-TRAN,Gene-TRAN
1845,SIAH1-TRAN,Gene-TRAN
1846,SIK1-TRAN,Gene-TRAN
1847,SIK2-TRAN,Gene-TRAN
1848,SIKE1-TRAN,Gene-TRAN
1849,SIN3A-TRAN,Gene-TRAN
1850,SIPA1-TRAN,Gene-TRAN
1851,SIPA1L1-TRAN,Gene-TRAN
1852,SIPA1L2-TRAN,Gene-TRAN
1853,SIRT1-TRAN,Gene-TRAN
1854,SIVA1-TRAN,Gene-TRAN
1855,SKAP1-TRAN,Gene-TRAN
1856,SKP1-TRAN,Gene-TRAN
1857,SKP2-TRAN,Gene-TRAN
1858,SLC25A31-TRAN,Gene-TRAN
1859,SLC25A4-TRAN,Gene-TRAN
1860,SLC25A5-TRAN,Gene-TRAN
1861,SLC25A6-TRAN,Gene-TRAN
1862,SLC27A1-TRAN,Gene-TRAN
1863,SLC27A4-TRAN,Gene-TRAN
1864,SLC2A1-TRAN,Gene-TRAN
1865,SLC2A2-TRAN,Gene-TRAN
1866,SLC2A4-TRAN,Gene-TRAN
1867,SLC38A9-TRAN,Gene-TRAN
1868,SLC3A2-TRAN,Gene-TRAN
1869,SLC7A5-TRAN,Gene-TRAN
1870,SLC8A1-TRAN,Gene-TRAN
1871,SLC8A2-TRAN,Gene-TRAN
1872,SLC8A3-TRAN,Gene-TRAN
1873,SLC9A1-TRAN,Gene-TRAN
1874,SMAD1-TRAN,Gene-TRAN
1875,SMAD2-TRAN,Gene-TRAN
1876,SMAD3-TRAN,Gene-TRAN
1877,SMAD4-TRAN,Gene-TRAN
1878,SMAD5-TRAN,Gene-TRAN
1879,SMAD6-TRAN,Gene-TRAN
1880,SMAD7-TRAN,Gene-TRAN
1881,SMAD9-TRAN,Gene-TRAN
1882,SMO-TRAN,Gene-TRAN
1883,SMPD1-TRAN,Gene-TRAN
